gallery_index,dag_id,tools,num_nodes,action_label,semantic_label,tsne_x,tsne_y,action_silhouette,semantic_silhouette,action_knn_purity,semantic_knn_purity
310,367,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,3.0654347,5.020267,-0.02418341,-0.013654597,1.0,1.0
311,368,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-9.200412,0.60439515,0.20954227,-0.040710647,1.0,1.0
312,369,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,9.068706,9.535732,-0.30684263,-0.0041782195,1.0,1.0
313,370,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,15.188739,-11.281753,0.15134388,-0.09390865,1.0,0.8
314,371,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,16.910425,-11.78181,0.19464095,0.08339495,1.0,0.8
315,372,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,7.296042,-0.08633902,0.006494913,-0.057523645,1.0,1.0
316,373,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,1.8719726,-6.273406,-0.03100089,0.10909654,1.0,1.0
317,374,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,20.728064,-0.80398244,0.039768748,0.16996275,1.0,0.8
318,375,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-1.6658008,-10.873691,0.107780494,-0.087051325,1.0,1.0
319,376,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-19.117737,-7.1911597,-0.0060726036,-0.0005066383,1.0,1.0
320,377,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,14.591695,0.6561404,-0.13321693,0.05790764,0.8,0.8
321,378,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,7.0084367,-7.171153,0.13878094,0.15884185,1.0,1.0
